"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2019,121015872,118012028,7,,
2019,121015962,118012133,6,,
2019,123047534,120367229,7,1,
2019,123047562,120367260,7,,
2019,121165769,118179111,1,,
2019,122978863,120245689,6,,
2019,122978906,120245741,7,,
2019,122978921,120245762,7,,
2019,122978933,120245774,7,1,
2019,123047593,120367296,7,,
2019,123047639,120367366,7,,
2019,121315659,118355689,4,,
2019,122859585,120116314,6,,
2019,122859807,120116582,6,,
2019,122859810,120116588,6,,
2019,122981630,120248585,1,,
2019,122981682,120248640,7,,
2019,122981714,120248691,6,,
2019,123001316,120312883,7,1,
2019,123001140,120312673,7,,
2019,122990314,120261867,7,,
2019,122990660,120271108,7,,
2019,122990662,120271110,7,,
2019,122990753,120271202,4,,
2019,122990760,120271210,7,,
2019,123000759,120312302,6,,
2019,123000758,120312302,5,,
2019,123000760,120312302,7,,
2019,121165643,118178978,7,,
2019,121165644,118178979,7,,
2019,121165645,118178980,7,,
2019,121165650,118178986,7,,
2019,121165647,118178983,7,,
2019,121165649,118178985,7,,
2019,121165668,118179008,6,,
2019,121165670,118179010,4,,
2019,121165727,118179064,6,,
2019,121165792,118179150,7,,
2019,121165797,118179156,7,,
2019,121165902,118179270,7,,
2019,121165946,118179323,7,,
2019,121165949,118179326,7,,
2019,121165950,118179327,7,,
2019,121165951,118179328,4,,
2019,121165961,118179337,7,,
2019,121165964,118179341,6,,
2019,121165982,118179355,3,,
2019,121166012,118179381,7,,
2019,121166011,118179381,5,,
2019,121166013,118179382,7,,
2019,121166014,118179383,7,,
2019,121166015,118179384,7,,
2019,121166022,118179391,7,,
2019,121166023,118179392,7,,
2019,121795294,118893528,6,,
2019,121795016,118893186,2,,
2019,121795052,118893238,7,,
2019,121795053,118893240,7,,
2019,121795055,118893243,7,,
2019,121795057,118893246,7,,
2019,121795115,118893309,4,,
2019,121795117,118893310,7,,
2019,121795116,118893310,4,,
2019,121795124,118893316,7,,
2019,121795126,118893320,4,,
2019,121795207,118893417,7,,
2019,121795218,118893433,7,,
2019,121795232,118893451,3,,
2019,121781322,118874144,6,,
2019,121795022,118893196,7,,
2019,121795024,118893198,7,,
2019,121782031,118874979,7,,
2019,122847991,120104542,7,,
2019,122848104,120104677,6,,
2019,123001145,120312681,7,,
2019,122990374,120261935,7,,
2019,122990375,120261937,7,,
2019,122990376,120261938,7,,
2019,122990377,120261939,7,,
2019,122990384,120261944,7,,
2019,122990386,120261946,4,,
2019,122990387,120261947,7,,
2019,122990472,120262031,7,,
2019,121795756,118894072,7,,
2019,121795172,118893370,4,,
2019,121795241,118893463,6,,
2019,121795419,118893689,6,,
2019,121795418,118893689,5,,
2019,122653679,119884495,7,,
2019,122859742,120116500,8,,
2019,122859741,120116500,7,,
2019,122859740,120116500,5,,
2019,122859760,120116513,7,,
2019,122859763,120116527,4,,
2019,122859782,120116559,7,,
2019,122859834,120116616,7,,
2019,122859836,120116617,7,,
2019,122859835,120116617,5,,
2019,122859900,120116694,7,1,
2019,122859912,120116711,7,,
2019,122859911,120116711,1,,
2019,122859913,120116712,6,,
2019,122859923,120116726,1,,
2019,122859925,120116729,7,,
2019,122859984,120116789,7,,
2019,122860067,120116903,7,,
2019,122860121,120116964,6,,
2019,122860120,120116964,5,,
2019,122860122,120116964,7,,
2019,121098958,118114415,4,,
2019,121145263,118158244,7,,
2019,122979393,120246269,4,,
2019,122989579,120256105,7,,
2019,122990605,120262170,5,,
2019,122990606,120262170,7,,
2019,122990644,120262206,7,,
2019,122990643,120262206,4,,
2019,123047662,120367396,7,,
2019,121315660,118355690,4,,
2019,121315661,118355691,4,,
2019,121317340,118362539,7,,
2019,121354910,118380888,7,,
2019,121368256,118410158,7,,
2019,121638122,118713979,7,,
2019,121638123,118713982,7,,
2019,121638124,118713983,7,,
2019,121691037,118762124,7,,
2019,121757842,118849641,7,,
2019,121780968,118873751,7,,
2019,126080378,123424366,7,,
2019,121168110,118191727,7,,
2019,121168380,118191980,6,,
2019,121168381,118191981,5,,
2019,121168382,118191981,7,,
2019,121168772,118192390,7,,
2019,121168968,118192572,4,,
2019,122859644,120116393,7,,
2019,121795666,118893965,7,,
2019,121795125,118893318,7,,
2019,121795128,118893322,7,,
2019,121795669,118893969,7,,
2019,121795702,118894000,6,,
2019,121795554,118893828,7,,
2019,121795552,118893826,4,,
2019,121795556,118893830,7,,
2019,121795732,118894038,7,,
2019,121841559,118935257,4,,
2019,121799175,118907684,1,,
2019,121841564,118935264,7,1,
2019,122195507,119353446,4,,
2019,122195584,119353562,6,,
2019,121795546,118893819,7,,
2019,125149582,122723727,7,,
2019,121003510,118006565,7,,
2019,122026554,119145082,7,,
2019,122482909,119701591,7,,
2019,122482917,119701604,4,,
2019,122482956,119701652,1,,
2019,122482957,119701653,1,,
2019,122482958,119701653,7,,
2019,124105312,121592595,1,,
2019,124105313,121592595,7,,
2019,124105349,121592636,7,,
2019,124105364,121592654,7,,
2019,122134638,119281194,7,,
2019,122135138,119281796,7,,
2019,122135137,119281796,5,,
2019,122135140,119281798,4,,
2019,122135141,119281799,7,,
2019,122135156,119281819,7,,
2019,122135177,119281838,6,,
2019,122135179,119281840,7,,
2019,122135198,119281859,5,,1
2019,122135199,119281859,7,1,
2019,122135201,119281861,7,,
2019,122135203,119281863,7,,
2019,122135207,119281868,4,,
2019,124211197,121701544,6,,
2019,124211204,121701554,6,,
2019,124211205,121701555,1,,
2019,124211230,121701585,7,,
2019,124211231,121701586,7,,
2019,124211398,121701770,4,,
2019,122026417,119144946,7,,
2019,122026418,119144947,1,,
2019,124074690,121535860,7,,
2019,120499614,117376146,6,,
2019,120503145,117379940,7,,
2019,120503244,117380061,7,,
2019,120503245,117380062,7,,
2019,120503292,117380115,3,,
2019,121860208,118961144,8,,
2019,120514822,117391399,7,,
2019,120514604,117391148,7,,
2019,120514605,117391149,7,,
2019,120514685,117391245,7,1,
2019,120514830,117391408,7,,
2019,120514841,117391419,7,,
2019,120514843,117391421,4,,
2019,121860224,118961166,6,,
2019,121860225,118961168,7,,
2019,121801219,118896507,5,,
2019,121761101,118835335,4,,
2019,121786131,118870998,7,,
2019,121786133,118871000,7,,
2019,121786149,118871019,7,,
2019,121786159,118871029,7,,
2019,121786161,118871031,7,,
2019,121786164,118871034,4,,
2019,121786167,118871037,7,,
2019,121786169,118871039,7,,
2019,121786176,118871046,4,,
2019,121786498,118886103,7,,
2019,121786182,118871052,7,,
2019,121786183,118871053,7,,
2019,121786216,118871091,6,,
2019,121786219,118871093,7,,
2019,121786220,118871095,6,,
2019,121786221,118871099,7,,
2019,121801039,118896298,4,,
2019,121801040,118896299,7,,
2019,121786704,118886337,5,,1
2019,121786250,118881128,4,,
2019,117189568,113616094,1,,
2019,117224503,113666707,5,,
2019,117224504,113666707,7,,
2019,117224510,113666713,4,,
2019,117224513,113666715,7,,
2019,117234848,113667081,4,,
2019,117235589,113667826,7,,
2019,117235592,113667829,4,,
2019,117239157,113676998,7,1,
2019,117239159,113677000,4,,
2019,117250075,113678132,7,,
2019,117250079,113678136,7,,
2019,117250085,113678141,7,,
2019,117250093,113678149,7,,
2019,117250095,113678151,4,,
2019,117250096,113678152,7,,
2019,117250099,113678155,7,,
2019,117250101,113678157,7,,
2019,117250123,113678180,7,,
2019,117250141,113678198,7,,
2019,117250144,113678201,7,,
2019,117250145,113678202,7,,
2019,117250177,113678234,7,,
2019,117250178,113678235,4,,
2019,117250179,113678236,7,,
2019,117250181,113678238,7,,
2019,117250182,113678239,4,,
2019,117250183,113678240,7,,
2019,117250185,113678242,7,,
2019,117250188,113678245,7,,
2019,117250190,113678247,7,,
2019,117250195,113678252,4,,
2019,117250197,113678254,7,,
2019,117250198,113678255,4,,
2019,117250199,113678256,7,,
2019,117250200,113678257,7,,
2019,117250201,113678258,7,,
2019,117250202,113678259,7,,
2019,117250203,113678260,7,,
2019,117250204,113678261,7,,
2019,117250205,113678262,4,,
2019,117250206,113678263,7,,
2019,117250208,113678265,7,,
2019,117250211,113678268,7,,
2019,117250213,113678270,7,,
2019,117250216,113678273,7,,
2019,117250217,113678274,7,,
2019,117250218,113678275,7,,
2019,117250243,113678300,7,,
2019,117250246,113678303,7,,
2019,117448732,113908832,6,,
2019,117448734,113908834,6,,
2019,117448750,113908847,6,,
2019,117448749,113908847,4,,
2019,117448754,113908851,6,,
2019,117236745,113669128,7,,
2019,117236746,113669129,7,,
2019,117236747,113669130,4,,
2019,117236750,113669134,7,,
2019,117236752,113669136,7,1,
2019,117236755,113669139,7,,
2019,117236768,113669163,7,,
2019,117236769,113669164,7,,
2019,117236990,113669427,7,,
2019,117236991,113669428,4,,
2019,117236992,113669429,4,,
2019,117236993,113669430,7,,
2019,117237008,113669445,7,,
2019,117237009,113669446,7,,
2019,117237012,113669449,7,,
2019,117237016,113669453,7,,
2019,117237018,113669455,7,,
2019,117237020,113669457,7,,
2019,117237022,113669459,7,,
2019,117237024,113669461,4,,
2019,117237027,113669464,7,,
2019,117237028,113669465,7,,
2019,117237029,113669466,7,,
2019,117237030,113669467,7,,
2019,117237035,113669472,7,,
2019,117237055,113669492,7,,
2019,117237057,113669495,7,,
2019,117237060,113669498,7,,
2019,117237065,113669505,7,,
2019,117237067,113669508,1,,
2019,117237170,113669643,4,,
2019,117237173,113669646,7,,
2019,117237197,113669678,7,,
2019,117237198,113669679,4,,
2019,117237199,113669681,7,,
2019,117237203,113669684,7,,
2019,117237241,113669731,7,,
2019,117237286,113669780,3,,
2019,117237289,113669783,7,,
2019,117237291,113669785,7,,
2019,117237296,113669791,5,,
2019,117237297,113669791,7,,
2019,117237300,113669794,7,,
2019,117237302,113669796,4,,
2019,117237307,113669801,7,,
2019,117237316,113669812,7,,
2019,117237323,113669819,4,,
2019,117237325,113669821,7,,
2019,117237326,113669823,4,,
2019,117237331,113669827,1,,
2019,117237332,113669828,4,,
2019,117237334,113669830,7,,
2019,117237337,113669835,7,,
2019,117237338,113669836,7,,
2019,117237341,113669839,7,,
2019,117239164,113677011,6,,
2019,117239165,113677012,7,1,
2019,117239175,113677022,7,,
2019,117239176,113677023,5,,1
2019,117239177,113677023,7,1,
2019,117239181,113677029,7,,
2019,117239183,113677032,7,1,
2019,117239184,113677034,7,,
2019,117239187,113677037,7,,
2019,117239188,113677038,1,,
2019,117239189,113677039,7,,
2019,117239191,113677042,7,,
2019,117239195,113677047,7,,
2019,117239196,113677048,7,,
2019,117239198,113677050,4,,
2019,117239200,113677052,7,,
2019,117239202,113677054,4,,
2019,117239208,113677065,7,,
2019,117239209,113677066,5,,1
2019,117239210,113677066,7,1,
2019,117239212,113677068,4,,
2019,117239213,113677070,7,,
2019,117239215,113677072,7,,
2019,117239219,113677077,4,,
2019,117239224,113677084,4,,
2019,117239227,113677088,4,,
2019,117239228,113677088,7,,
2019,117239232,113677093,1,,
2019,117239234,113677094,7,,
2019,117239233,113677094,4,,
2019,117239236,113677097,7,,
2019,117239237,113677099,7,,
2019,117239288,113677166,7,,
2019,117239323,113677204,5,,
2019,117239324,113677204,7,,
2019,117239326,113677210,4,,
2019,117239332,113677214,4,,
2019,117239339,113677222,7,,
2019,117239340,113677223,7,,
2019,117239356,113677264,4,,
2019,117239362,113677272,1,,
2019,117239448,113677393,7,,
2019,117239486,113677455,4,,
2019,117239492,113677463,7,,
2019,125228228,122836817,4,,
2019,125228266,122836861,7,,
2019,125228287,122836886,7,,
2019,125228361,122836984,6,,
2019,125228387,122837015,7,,
2019,117174619,113601156,7,,
2019,117174628,113601166,7,,
2019,117174653,113601200,4,,
2019,117209482,113646699,7,,
2019,117224514,113666716,7,,
2019,117224517,113666717,7,,
2019,117224515,113666717,4,,
2019,117224516,113666717,5,,
2019,117235626,113667864,7,,
2019,117235629,113667868,4,,
2019,117235633,113667871,7,0,
2019,117235632,113667871,5,,1
2019,117235635,113667873,7,,
2019,117235662,113667898,3,,
2019,117235718,113667958,7,,
2019,117235720,113667960,4,,
2019,117235722,113667962,7,,
2019,117235723,113667963,7,,
2019,117235732,113667971,7,,
2019,117235737,113667976,7,,
2019,117235741,113667980,7,,
2019,117235745,113667983,7,,
2019,117235747,113667985,7,,
2019,117235751,113667989,4,,
2019,117235758,113667995,1,,
2019,117235761,113667997,7,,
2019,117235764,113667999,5,,
2019,117235765,113667999,7,,
2019,117235767,113668001,1,,
2019,117235801,113668027,7,,
2019,117235804,113668029,7,,
2019,117235803,113668029,5,,
2019,117235806,113668031,7,,
2019,117235805,113668031,5,,
2019,117235809,113668033,5,,
2019,117235810,113668033,7,,
2019,117235811,113668035,7,,
2019,117235869,113668082,7,,
2019,117235872,113668087,1,,
2019,117235874,113668089,4,,
2019,117235880,113668095,7,,
2019,117235881,113668096,7,,
2019,117235883,113668097,4,,
2019,117235882,113668097,1,,
2019,117235884,113668097,7,,
2019,117235885,113668098,7,,
2019,117802293,114320875,7,,
2019,117802292,114320875,5,,
2019,117802294,114320876,5,,
2019,117803065,114331642,7,,
2019,117803066,114331643,7,,
2019,117803079,114331662,7,,
2019,117803068,114331646,7,1,
2019,117803085,114331668,5,,
2019,117803086,114331668,7,,
2019,117803094,114331678,4,,
2019,117803097,114331684,6,,
2019,117803101,114331689,7,,
2019,117221517,113648672,7,,
2019,117221516,113648672,5,,
2019,117236179,113668413,7,,
2019,117236181,113668415,7,,
2019,117236187,113668430,4,,
2019,117236188,113668432,7,,
2019,117236336,113668645,4,,
2019,117236337,113668646,5,,
2019,117236338,113668646,7,,
2019,117236339,113668647,7,,
2019,117236340,113668648,7,,
2019,117236345,113668652,4,,
2019,117236351,113668657,7,,
2019,117236352,113668658,7,,
2019,117236354,113668660,7,,
2019,117236355,113668661,7,,
2019,117236362,113668668,7,,
2019,117236365,113668670,4,,
2019,117236400,113668712,7,,
2019,117236403,113668715,7,,
2019,117236406,113668718,7,,
2019,117236410,113668723,7,,
2019,117236411,113668725,5,,1
2019,117236412,113668725,7,1,
2019,117236429,113668739,7,,
2019,117236430,113668740,7,,
2019,117236432,113668742,7,,
2019,117236434,113668744,7,,
2019,117236466,113668790,7,,
2019,117236468,113668792,7,,
2019,117236470,113668794,7,,
2019,117236472,113668797,7,1,
2019,117236473,113668799,7,,
2019,117236501,113668834,7,,
2019,117236502,113668835,4,,
2019,117236598,113668958,7,,
2019,117236601,113668961,7,,
2019,117236602,113668962,4,,
2019,117236604,113668968,7,,
2019,117236608,113668971,7,,
2019,117236683,113669047,7,,
2019,117236682,113669047,5,,
2019,117236710,113669080,7,,
2019,117236711,113669081,7,,
2019,117236722,113669097,4,,
2019,117236736,113669116,7,,
2019,117236737,113669117,7,,
2019,117236738,113669118,4,,
2019,117236739,113669119,7,,
2019,117235798,113668023,7,1,
2019,117235797,113668023,5,,1
2019,117235822,113668044,7,,
2019,117235823,113668045,7,,
2019,117235825,113668046,7,,
2019,117235824,113668046,4,,
2019,117235827,113668049,7,,
2019,117235923,113668143,1,,
2019,117236190,113668436,5,,1
2019,117236191,113668436,7,1,
2019,117238924,113676742,1,,
2019,117238925,113676743,7,,
2019,117238926,113676744,7,,
2019,117238927,113676745,7,,
2019,117238934,113676756,4,,
2019,117238935,113676756,7,,
2019,117238939,113676762,7,,
2019,117238944,113676768,7,,
2019,117238946,113676770,7,,
2019,117238949,113676773,1,,
2019,117238950,113676773,7,,
2019,117238951,113676777,7,,
2019,117238953,113676780,5,,1
2019,117238954,113676780,7,1,
2019,117238958,113676783,7,1,
2019,117238957,113676783,5,,1
2019,117238959,113676784,7,1,
2019,117238964,113676789,7,,
2019,117238965,113676790,7,,
2019,117238966,113676791,1,,
2019,117238967,113676792,7,1,
2019,117238968,113676793,7,,
2019,117238970,113676795,7,1,
2019,117238971,113676796,7,,
2019,117238973,113676800,7,1,
2019,117238983,113676811,7,,
2019,117238990,113676826,7,,
2019,117238993,113676828,4,,
2019,117238996,113676830,7,,
2019,117238999,113676834,7,,
2019,117239002,113676836,7,,
2019,117239001,113676836,4,,
2019,117249711,113677745,7,,
2019,117249736,113677781,4,,
2019,117249771,113677818,7,,
2019,117249770,113677818,5,,
2019,117249773,113677820,7,,
2019,117249962,113678022,7,,
2019,117250105,113678161,7,,
2019,117250107,113678163,7,,
2019,117250166,113678223,7,,
2019,117250167,113678224,7,,
2019,117250174,113678231,7,,
2019,117250175,113678232,7,,
2019,117250249,113678306,7,,
2019,117250250,113678307,7,,
2019,117250254,113678311,7,,
2019,117250260,113678318,7,,
2019,117250275,113678333,7,,
2019,117250276,113678334,7,,
2019,117250279,113678337,4,,
2019,117250281,113678339,7,,
2019,117250285,113678343,7,,
2019,117250288,113678347,7,,
2019,117250290,113678349,7,,
2019,117250293,113678352,7,,
2019,117250295,113678354,7,,
2019,117250298,113678357,7,,
2019,117250299,113678358,7,,
2019,117250300,113678359,7,,
2019,117250302,113678361,7,,
2019,117250305,113678364,7,,
2019,117250306,113678365,7,,
2019,117250310,113678369,7,,
2019,117250315,113678374,7,,
2019,117250318,113678377,7,,
2019,117250320,113678379,7,,
2019,117250325,113678384,7,,
2019,117250327,113678386,7,,
2019,117250329,113678388,7,,
2019,117250331,113678390,7,,
2019,117250334,113678393,7,,
2019,117250336,113678395,7,,
2019,117250338,113678397,4,,
2019,117250382,113678441,7,,
2019,117250384,113678443,4,,
2019,117250389,113678448,7,,
2019,117250435,113678494,7,,
2019,117250436,113678495,7,,
2019,117250441,113678500,7,,
2019,117250451,113678510,7,,
2019,117250456,113678515,7,,
2019,117250458,113678517,7,,
2019,117250460,113678519,7,,
2019,117250461,113678520,7,,
2019,117250462,113678521,7,,
2019,117250479,113678538,7,,
2019,117250484,113678543,4,,
2019,117250485,113678544,7,,
2019,117250489,113678548,7,,
2019,117250491,113678550,7,,
2019,117250518,113678577,7,,
2019,117250519,113678578,7,,
