"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,143300508,118158025,56,"C",7,,""
2019,143300565,118158074,14,"C",13,,""
2019,143300973,118158444,14,"C",13,,""
2019,139756366,114511262,8,"C",20,,""
2019,141466177,116466104,45,"C",12,,""
2019,141466198,116466122,45,"C",8,,""
2019,141466207,116466128,41,"C",25,,""
2019,141466176,116466103,45,"C",13,,""
2019,141466224,116466143,45,"C",20,,""
2019,141466225,116466144,16,"C",15,,""
2019,141466236,116466154,28,"C",13,,""
2019,141466247,116466164,16,"C",13,,""
2019,141466303,116466217,45,"C",20,,""
2019,141466287,116466202,49,"C",20,,"F"
2019,141466289,116466204,40,"C",13,,""
2019,141466262,116466177,51,"C",25,,""
2019,141466276,116466191,49,"A",20,,"N"
2019,141466339,116466247,21,"C",18,,""
2019,141466280,116466195,45,"C",25,,""
2019,141466313,116466225,5,"C",20,,""
2019,141466305,116466219,41,"C",25,,""
2019,141466306,116466220,41,"C",21,,""
2019,141466324,116466234,47,"C",20,,""
2019,141466336,116466244,39,"C",25,,""
2019,141466338,116466246,14,"C",18,,""
2019,141466377,116466281,14,"C",20,,""
2019,145224114,119850278,39,"C",13,,""
2019,145224113,119850278,28,"C",13,,""
2019,145257159,119887067,51,"C",20,,""
2019,145257160,119887068,27,"C",20,,""
2019,145257269,119887156,49,"C",20,,"N"
2019,139767944,114521913,23,"C",8,,""
2019,144395568,119138441,14,"C",3,,""
2019,143060422,117929189,11,"C",2,,""
2019,143060424,117929191,51,"C",5,,""
2019,143060425,117929192,23,"C",8,,""
2019,143060435,117929201,51,"C",20,,""
2019,143060563,117929312,5,"C",13,,""
2019,143060758,117929489,45,"C",20,,""
2019,143060577,117929325,49,"C",20,,"F"
2019,143060642,117929387,16,"C",13,,""
2019,143060643,117929387,35,"C",13,,""
2019,143060672,117929410,17,"C",20,,""
2019,143060682,117929419,47,"C",40,,""
2019,143060684,117929421,49,"C",20,,"F"
2019,143060720,117929452,21,"C",13,,""
2019,143060767,117929498,7,"C",20,,""
2019,143060768,117929499,45,"C",25,,""
2019,143060769,117929500,56,"C",20,,""
2019,143060801,117929525,51,"C",20,,""
2019,143060802,117929525,5,"C",20,,""
2019,143060804,117929527,5,"C",20,,""
2019,144121327,118873941,49,"C",20,,"F"
2019,144121828,118874384,47,"C",20,,""
2019,144122000,118874542,14,"C",18,,""
2019,144121796,118874354,14,"C",20,,""
2019,144121797,118874354,41,"C",20,,""
2019,144121827,118874383,45,"C",7,,""
2019,144121837,118874392,27,"C",20,,""
2019,144121887,118874438,36,"C",20,,""
2019,144121931,118874477,44,"C",47,,""
2019,144121937,118874482,5,"C",18,,""
2019,144121972,118874516,44,"C",20,,""
2019,144121998,118874540,45,"C",3,,""
2019,144122248,118874750,5,"C",20,,""
2019,144122365,118874841,16,"C",13,,""
2019,144122366,118874842,27,"C",20,,""
2019,144122368,118874844,23,"C",12,,""
2019,144122410,118874878,16,"C",13,,""
2019,144122522,118874976,14,"C",18,,""
2019,143553950,118379609,2,"C",21,,""
2019,143935235,118713923,51,"C",20,,""
2019,143935238,118713926,51,"C",13,,""
2019,143935239,118713927,5,"C",20,,""
2019,143935241,118713929,39,"C",13,,""
2019,143935246,118713934,5,"C",20,,""
2019,143935254,118713941,51,"C",38,,""
2019,143935271,118713956,44,"C",20,,""
2019,143935272,118713957,27,"C",13,,""
2019,143935275,118713960,39,"C",13,,""
2019,143935289,118713973,49,"C",13,,"N"
2019,143935335,118714016,40,"C",8,,""
2019,143935336,118714017,49,"C",18,,"F"
2019,143935374,118714051,27,"C",20,,""
2019,143935375,118714052,27,"C",20,,""
2019,143935376,118714053,49,"C",30,,"F"
2019,139848066,114579390,45,"C",23,,""
2019,139819475,114566595,35,"C",13,,""
2019,143300361,118157893,14,"C",18,,""
2019,143300417,118157942,5,"C",13,,""
2019,143300418,118157943,21,"C",13,,""
2019,143300419,118157944,14,"C",18,,""
2019,143300432,118157955,45,"C",13,,""
2019,143300481,118158002,45,"C",20,,""
2019,143300517,118158034,63,"C",20,,""
2019,143300518,118158035,14,"C",13,,""
2019,143300548,118158057,45,"C",3,,""
2019,143300559,118158068,2,"C",20,,""
2019,143300604,118158108,51,"C",1,,""
2019,143300605,118158109,45,"C",20,,""
2019,143300621,118158124,14,"C",18,,""
2019,143300622,118158125,14,"C",18,,""
2019,143300625,118158128,47,"C",20,,""
2019,143300644,118158146,45,"C",40,,""
2019,143300645,118158147,45,"C",18,,""
2019,145195317,119837683,18,"C",24,,""
2019,145279948,119908609,11,"C",2,,""
2019,145279952,119908612,27,"C",20,,""
2019,145279959,119908617,35,"C",14,,""
2019,145279958,119908617,16,"C",14,,""
2019,145279960,119908618,23,"C",8,,""
2019,145279973,119908630,23,"C",13,,""
2019,145280097,119908741,2,"C",7,,""
2019,145280116,119908759,5,"C",20,,""
2019,130347573,106119178,45,"C",23,,""
2019,130347647,106119249,51,"C",20,,""
2019,138776342,113641263,41,"C",20,,""
2019,130352748,106119369,45,"C",18,,""
2019,130347807,106115475,16,"C",13,,""
2019,130356882,106115475,35,"C",13,,""
2019,130356895,106119417,27,"C",41,,""
2019,130347912,106123536,44,"C",20,,""
2019,130347921,106119448,5,"C",20,,""
2019,130352845,106119456,41,"C",20,,""
2019,130352927,106119535,35,"C",18,,""
2019,130352926,106119535,16,"C",18,,""
2019,130352939,106119546,2,"C",47,,""
2019,130352948,106119551,35,"C",17,,""
2019,130348044,106119551,16,"C",17,,""
2019,130352969,106119603,16,"C",18,,""
2019,130348151,106119640,27,"C",15,,""
2019,130348175,106119658,51,"C",20,,""
2019,130353001,106123670,51,"C",20,,""
2019,138776344,113641265,14,"C",20,,""
2019,130348245,106119713,49,"C",20,,"F"
2019,130348254,106119718,35,"C",12,,""
2019,130348253,106119718,16,"C",12,,""
2019,130348264,106119731,23,"C",25,,""
2019,130348281,106119744,16,"C",18,,""
2019,130357110,106119744,35,"C",18,,""
2019,130348312,106115747,44,"C",5,,""
2019,130348344,106115758,49,"A",20,,"F"
2019,130357141,106123755,14,"C",13,,""
2019,130348492,106119949,49,"C",20,,"N"
2019,130357239,106119964,20,"C",20,,""
2019,130357265,106123864,27,"C",18,,""
2019,130353224,106123864,51,"C",18,,""
2019,130348572,106123876,23,"C",12,,""
2019,130357300,106115894,41,"C",47,,""
2019,130353266,106120057,5,"C",18,,""
2019,130348636,106115903,45,"C",18,,""
2019,130353278,106120067,56,"C",20,,""
2019,130353289,106120084,14,"C",18,,""
2019,138776346,113641267,5,"C",18,,""
2019,138776347,113641268,45,"C",11,,""
2019,138776348,113641269,14,"C",13,,""
2019,138776349,113641270,13,"C",3,,""
2019,138776350,113641271,45,"C",21,,""
2019,138776352,113641273,41,"C",23,,""
2019,138776354,113641275,45,"C",20,,""
2019,138776356,113641277,14,"C",18,,""
2019,138776367,113641287,47,"C",25,,""
2019,138776369,113641289,14,"C",13,,""
2019,138776413,113641333,45,"C",20,,""
2019,138776414,113641334,5,"C",18,,""
2019,138776415,113641335,63,"C",20,,""
2019,138776416,113641336,14,"C",18,,""
2019,138776417,113641337,41,"C",3,,""
2019,138776419,113641339,14,"C",20,,""
2019,138776422,113641342,14,"C",18,,""
2019,138776423,113641343,47,"C",5,,""
2019,138776424,113641344,45,"C",3,,""
2019,138776425,113641345,14,"C",13,,""
2019,138776426,113641346,41,"C",47,,""
2019,138776427,113641347,45,"C",3,,""
2019,138776429,113641349,45,"C",21,,""
2019,138776431,113641351,14,"C",20,,""
2019,138776432,113641352,14,"C",13,,""
2019,138776433,113641353,63,"C",24,,""
2019,138776435,113641355,45,"C",1,,""
2019,138776437,113641357,45,"C",24,,""
2019,138776440,113641359,63,"C",20,,""
2019,138776441,113641360,45,"C",20,,""
2019,138776444,113641363,14,"C",4,,""
2019,138776457,113641376,5,"C",23,,""
2019,138776460,113641379,14,"C",18,,""
2019,138776462,113641381,14,"C",20,,""
2019,138776464,113641383,41,"C",18,,""
2019,138776466,113641385,45,"C",22,,""
2019,138776469,113641387,5,"C",18,,""
2019,138776471,113641389,45,"C",20,,""
2019,138776476,113641394,5,"C",20,,""
2019,138776481,113641399,5,"C",25,,""
2019,130349737,106121042,27,"C",20,,""
2019,130354008,106121056,45,"C",23,,""
2019,130349763,106121063,44,"C",20,,""
2019,130349770,106124604,51,"C",20,,""
2019,130354017,106131076,16,"C",13,,""
2019,130349858,106131150,49,"C",20,,"N"
2019,130349869,106131161,5,"C",18,,""
2019,130349875,106124666,28,"C",13,,""
2019,130358084,106124666,14,"C",25,,""
2019,130349894,106131178,41,"C",47,,""
2019,130358089,106131181,5,"C",25,,""
2019,130349906,106131188,14,"C",5,,""
2019,130349914,106131195,28,"C",13,,""
2019,130354089,106131199,27,"C",20,,""
2019,130354094,106131204,5,"C",20,,""
2019,130354106,106126741,23,"C",12,,""
2019,130350312,106131518,5,"C",18,,""
2019,130350313,106131518,14,"C",18,,""
2019,130350331,106131539,23,"C",8,,""
2019,130350373,106131573,5,"C",25,,""
2019,130350372,106131573,45,"C",25,,""
2019,130350416,106131603,49,"C",20,,"N"
2019,130350423,106126976,14,"C",13,,""
2019,130358311,106124889,51,"C",20,,""
2019,130350438,106131623,16,"C",13,,""
2019,130350439,106131623,35,"C",13,,""
2019,130350458,106131641,5,"C",20,,""
2019,130350470,106131648,16,"C",13,,""
2019,130350499,106131673,51,"C",20,,""
2019,130350514,106131683,51,"C",25,,""
2019,130350559,106124925,23,"C",12,,""
2019,130350561,106131719,21,"C",18,,""
2019,130358339,106131733,16,"C",13,,""
2019,144551297,119271214,27,"C",20,,""
2019,143461184,118301109,47,"C",25,,""
2019,143461185,118301109,41,"C",25,,""
2019,139562126,114321570,23,"C",8,,""
2019,139562123,114321570,28,"C",18,,""
2019,139562124,114321570,16,"C",18,,""
2019,139562125,114321570,35,"C",18,,""
2019,139562127,114321571,47,"C",8,,""
2019,139562128,114321572,23,"C",8,,""
2019,139562129,114321573,23,"C",8,,""
2019,139562133,114321575,16,"C",15,,""
2019,139562132,114321575,39,"C",13,,""
2019,139562134,114321576,14,"C",18,,""
2019,139562385,114321785,49,"C",20,,"N"
2019,139562386,114321786,45,"C",20,,""
2019,139562454,114321841,5,"C",16,,""
2019,139562465,114321851,63,"C",47,,""
2019,139562468,114321854,63,"C",20,,""
2019,139576203,114346105,35,"C",13,,""
2019,138751225,113616149,21,"C",13,,""
2019,138776174,113641101,51,"C",20,,""
2019,138776175,113641102,18,"C",3,,""
2019,138776176,113641103,45,"C",7,,""
2019,138776178,113641105,14,"C",13,,""
2019,130266596,106056346,44,"C",20,,""
2019,130261589,106056369,5,"C",2,,""
2019,138776179,113641106,49,"C",20,,"F"
2019,138776188,113641115,45,"C",20,,""
2019,138776192,113641119,51,"C",13,,""
2019,130271652,106051670,35,"C",13,,""
2019,130266859,106051670,16,"C",13,,""
2019,130271663,106051677,7,"C",5,,""
2019,130271726,106046770,16,"C",13,,""
2019,138776228,113641155,5,"C",13,,""
2019,138776229,113641156,45,"C",25,,""
2019,138776238,113641165,5,"C",13,,""
2019,138776251,113641177,44,"C",20,,""
2019,130267122,106051906,51,"C",20,,""
2019,138776295,113641221,14,"C",13,,""
2019,130271860,106046926,28,"C",13,,""
2019,130267147,106046926,46,"C",13,,""
2019,130271995,106047080,40,"C",8,,""
2019,130272017,106056884,51,"C",20,,""
2019,130262467,106052185,47,"C",41,,""
2019,138776296,113641222,21,"C",13,,""
2019,138776297,113641223,49,"C",20,,"F"
2019,138776298,113641223,5,"C",20,,""
2019,138776376,113641296,14,"C",18,,""
2019,138776379,113641299,45,"C",5,,""
2019,138776382,113641302,45,"C",3,,""
2019,138776384,113641304,45,"C",20,,""
2019,138776385,113641305,45,"C",25,,""
2019,138776386,113641306,5,"C",20,,""
2019,138776387,113641307,2,"C",47,,""
2019,138776388,113641308,14,"C",20,,""
2019,138776488,113641406,45,"C",25,,""
2019,139190557,113995338,23,"C",24,,""
2019,139190560,113995341,5,"C",13,,""
2019,145195567,119837903,39,"C",13,,""
2019,145195571,119837905,28,"C",13,,""
2019,145195572,119837905,39,"C",13,,""
2019,144551234,119271159,51,"C",20,,""
2019,144551238,119271163,51,"C",20,,""
2019,144556222,119271205,27,"C",4,,""
2019,142444820,117347084,14,"C",18,,""
2019,142445049,117347278,5,"C",18,,""
2019,142445048,117347278,14,"C",18,,""
2019,142445056,117347283,45,"C",25,,""
2019,142445059,117347286,45,"C",3,,""
2019,142445060,117347287,45,"C",18,,""
2019,137875825,112829922,51,"C",19,,""
2019,137875829,112832990,2,"C",47,,""
2019,137878142,112829943,5,"C",18,,""
2019,137878140,112829943,45,"C",18,,""
2019,137878159,112829952,5,"C",13,,""
2019,137875894,112833081,23,"C",8,,""
2019,137882031,112833134,16,"C",13,,""
2019,137882033,112833134,46,"A",13,,""
2019,137878286,112830045,45,"C",20,,""
2019,137882081,112830050,35,"C",13,,""
2019,137882082,112830050,16,"C",13,,""
2019,137878311,112833178,23,"C",8,,""
2019,137882103,112833179,16,"C",20,,""
2019,137878388,112830069,51,"C",20,,""
2019,137878392,112833258,44,"C",20,,""
2019,137878455,112833297,16,"C",41,,""
2019,137882203,112833297,35,"C",41,,""
2019,137882235,112836736,49,"A",20,,"N"
2019,137882236,112830104,14,"C",20,,""
2019,137882251,112830115,45,"C",20,,""
2019,137878493,112833325,14,"C",20,,""
2019,137878499,112836755,51,"C",20,,""
2019,137878506,112833329,45,"C",20,,""
2019,137882276,112833334,51,"C",20,,""
2019,137876079,112833341,45,"C",20,,""
2019,137882289,112836769,44,"C",20,,""
2019,137878526,112833352,14,"C",20,,""
2019,137882317,112833357,51,"C",13,,""
2019,137876097,112830163,45,"C",13,,""
2019,137878544,112830170,47,"C",45,,""
2019,137882344,112833373,23,"C",8,,""
2019,137882362,112833379,36,"C",38,,""
2019,137882386,112833396,11,"C",7,,""
2019,130347631,106115371,5,"C",25,,""
2019,130347629,106115371,45,"C",25,,""
2019,130356826,106115373,51,"C",20,,""
2019,130352680,106115405,11,"C",21,,""
2019,130347707,106123470,49,"C",20,,"N"
2019,130352692,106119302,47,"C",20,,""
2019,130347721,106119312,45,"C",20,,""
2019,130347771,106115455,2,"C",21,,""
2019,130352743,106115466,41,"C",20,,""
2019,130347801,106119371,16,"C",13,,""
2019,130347803,106119371,35,"C",13,,""
2019,130347820,106119382,14,"C",13,,""
2019,130347882,106119425,51,"C",20,,""
2019,130352824,106115546,28,"C",20,,""
2019,130347908,106119443,35,"C",13,,""
2019,130347909,106119443,16,"C",13,,""
2019,137878621,112833417,2,"C",25,,""
2019,137882425,112833420,49,"C",8,,"F"
2019,130348031,106115624,2,"A",20,,""
2019,130348043,106115633,51,"C",20,,""
2019,130348103,106123635,16,"C",13,,""
2019,130348141,106119634,16,"C",20,,""
2019,130348146,106119636,35,"C",13,,""
