"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,40484235,130897730,1,12-NOV-20,2,"N",51,5,31,"M",1,,"","","",31,0
2020,40934735,132416138,1,12-DEC-20,2,"N",23,5,27,"M",1,3,"N","","",27,0
2020,40934742,132416152,1,19-DEC-20,1,"N",63,5,46,"F",2,3,"U","","",46,0
2020,40934856,132416622,1,05-NOV-20,2,"N",51,5,57,"F",2,3,"U","","",57,0
2020,38171323,123400325,1,23-APR-20,1,"N",51,5,12,"M",1,,"","R","",12,0
2020,39833765,128926330,1,20-SEP-20,1,"N",51,5,33,"F",1,3,"R","","",33,0
2020,39833767,128926334,1,20-AUG-20,1,"N",16,5,38,"F",1,2,"R","","",38,0
2020,39833793,128926537,2,13-SEP-20,1,"N",27,5,30,"M",1,2,"U","","",30,0
2020,39833795,128926557,1,14-SEP-20,1,"N",16,5,40,"M",1,2,"N","","",40,0
2020,39833806,128926621,1,15-FEB-20,1,"N",27,5,19,"F",2,,"R","","",19,0
2020,38752646,125390381,2,13-MAY-20,3,"N",28,5,35,"F",1,3,"R","","",35,0
2020,38752650,125390384,1,17-JUN-20,2,"N",16,5,23,"F",4,3,"N","","",23,0
2020,38752652,125390385,2,20-APR-20,1,"N",16,5,22,"M",2,3,"N","","",22,0
2020,38752651,125390385,1,20-APR-20,1,"N",39,5,49,"F",1,3,"R","","",49,0
2020,38752653,125390387,1,15-JUN-20,2,"N",16,5,28,"M",1,2,"N","","",28,0
2020,38752654,125390388,1,08-JUN-20,1,"N",16,5,35,"M",1,3,"N","","",35,0
2020,38752655,125390389,1,24-MAY-20,1,"N",16,5,18,"F",1,2,"N","","",18,0
2020,38752656,125390390,1,18-JUN-20,1,"N",28,5,35,"M",1,3,"N","","",35,0
2020,38752657,125390396,1,30-JUN-20,2,"N",16,5,30,"F",1,3,"U","","",30,0
2020,38752659,125390406,1,01-MAY-20,3,"N",16,5,35,"F",1,1,"R","","",35,0
2020,38752660,125390406,2,01-MAY-20,3,"N",16,5,38,"M",0,2,"R","","",38,0
2020,40280490,130209197,1,07-JUL-20,1,"N",16,5,34,"F",1,2,"R","","",34,0
2020,36755050,120238682,1,28-JAN-20,2,"N",5,5,21,"M",2,3,"R","","",21,0
2020,36755070,120238748,1,04-JAN-20,2,"N",51,5,36,"M",2,2,"","","",36,0
2020,36755071,120238749,1,05-JAN-20,2,"N",51,5,25,"M",2,2,"","","",25,0
2020,36755074,120238758,1,09-JAN-20,2,"N",23,5,24,"M",1,3,"","","",24,0
2020,36755078,120238764,1,11-JAN-20,3,"N",27,5,58,"M",1,2,"","","",58,0
2020,36755082,120238775,1,15-JAN-20,3,"N",51,5,14,"M",1,3,"","H","",14,0
2020,36755083,120238776,1,15-JAN-20,3,"N",16,5,26,"M",2,2,"","","",26,0
2020,36755085,120238781,1,19-JAN-20,3,"N",51,5,26,"M",1,3,"","","",26,0
2020,36559543,119762219,1,21-JAN-20,1,"N",39,5,40,"M",3,3,"R","","",40,0
2020,36559545,119762221,1,22-JAN-20,2,"N",45,5,38,"F",1,,"U","","",38,0
2020,36559569,119762275,1,22-JAN-20,2,"N",23,5,55,"F",2,2,"","","",55,0
2020,36559571,119762276,2,21-JAN-20,3,"C",16,5,36,"M",1,3,"U","","",36,0
2020,36715557,120197713,1,07-JAN-20,2,"N",23,5,35,"M",1,2,"","","",35,0
2020,38171307,123400271,1,21-JAN-20,1,"N",16,5,36,"M",3,2,"R","","",36,0
2020,39985692,129307174,1,08-SEP-20,2,"N",16,5,22,"M",2,2,"N","","",22,0
2020,39985693,129307186,1,23-SEP-20,2,"N",43,5,18,"M",1,3,"U","","",18,0
2020,39985694,129307186,2,23-SEP-20,2,"N",43,5,18,"M",1,3,"U","","",18,0
2020,39985697,129307217,1,01-SEP-20,1,"N",44,5,47,"M",0,3,"R","","",47,0
2020,39985699,129307253,1,05-OCT-20,1,"N",35,5,39,"M",2,3,"R","","",39,0
2020,39985714,129307361,1,05-OCT-20,3,"N",16,5,39,"F",1,2,"R","","",39,0
2020,38431208,124223092,1,08-MAY-20,1,"N",44,5,18,"M",1,,"N","","",18,0
2020,39985754,129307564,1,28-SEP-20,2,"N",23,5,59,"M",2,3,"N","","",59,0
2020,36796482,120360940,1,07-FEB-20,1,"N",35,5,19,"F",0,,"","","",19,0
2020,36796485,120360941,3,07-FEB-20,1,"N",16,5,17,"F",0,,"","R","",17,0
2020,36796483,120360941,1,07-FEB-20,1,"N",16,5,19,"F",0,,"","","",19,0
2020,36796486,120360941,4,07-FEB-20,1,"N",16,5,15,"F",0,,"","R","",15,0
2020,36796484,120360941,2,07-FEB-20,1,"N",35,5,17,"F",0,,"","R","",17,0
2020,39833966,128927253,1,19-SEP-20,2,"N",16,5,19,"M",1,3,"U","","",19,0
2020,39833967,128927264,1,18-SEP-20,2,"N",44,5,53,"M",1,2,"R","","",53,0
2020,40749300,131783582,1,29-NOV-20,3,"N",51,5,53,"M",1,,"","","",53,0
2020,37159518,121331120,1,28-FEB-20,1,"N",16,5,37,"M",0,,"","","",37,0
2020,41389678,134024322,1,19-OCT-20,1,"N",16,5,50,"F",0,3,"N","","",50,0
2020,41389679,134024326,1,23-OCT-20,3,"N",51,5,35,"M",0,3,"R","","",35,0
2020,40461123,130824520,1,17-OCT-20,2,"N",5,5,28,"M",2,3,"N","","",28,0
2020,37210519,121424898,1,29-FEB-20,2,"N",23,5,36,"F",1,2,"R","","",36,0
2020,36820598,120444476,2,24-JAN-20,1,"N",16,5,26,"M",1,2,"","","",26,0
2020,36820597,120444476,1,24-JAN-20,1,"N",16,5,26,"M",1,2,"","","",26,0
2020,39864906,128990113,1,23-SEP-20,2,"N",45,5,41,"M",0,3,"N","","",41,0
2020,39864912,128990121,1,22-SEP-20,2,"N",63,5,27,"F",1,1,"N","","",27,0
2020,39864933,128990161,1,15-SEP-20,2,"N",51,5,21,"M",2,2,"N","","",21,0
2020,39864939,128990214,1,20-SEP-20,2,"N",31,5,16,"F",1,3,"N","R","",16,0
2020,39864958,128990281,1,13-SEP-20,1,"N",44,5,39,"M",1,2,"","","",39,0
2020,39864960,128990284,1,23-SEP-20,2,"N",46,5,14,"M",0,3,"R","R","",14,0
2020,36604641,119827816,1,26-JAN-20,1,"N",44,5,19,"M",3,3,"R","","",19,0
2020,36604644,119827820,1,27-JAN-20,1,"N",16,5,29,"M",2,2,"R","","",29,0
2020,36604648,119827830,1,26-JAN-20,2,"N",51,5,36,"M",1,3,"N","","",36,0
2020,36604670,119827871,1,01-JAN-20,3,"N",39,5,38,"M",1,3,"R","","",38,0
2020,37602870,122502360,1,19-MAR-20,2,"N",51,5,15,"M",1,2,"","R","",15,0
2020,37602879,122502415,1,20-MAR-20,2,"N",46,5,22,"M",1,,"","","",22,0
2020,39889914,129040646,1,03-AUG-20,1,"N",23,5,28,"F",2,,"R","","",28,0
2020,39889951,129040720,1,31-JAN-20,2,"N",45,5,49,"M",2,,"R","","",49,0
2020,39889957,129040725,1,05-FEB-20,2,"N",23,5,27,"M",2,2,"R","","",27,0
2020,39889958,129040726,1,04-JAN-20,2,"N",23,5,25,"M",2,2,"R","","",25,0
2020,39889974,129040751,1,11-MAR-20,2,"N",45,5,20,"M",0,,"N","","",20,0
2020,39833953,128927182,1,01-SEP-20,1,"N",51,5,31,"M",1,1,"R","","",31,0
2020,39671345,128295828,1,12-SEP-20,1,"N",35,5,24,"F",0,,"","","",24,0
2020,40484574,130899086,1,06-NOV-20,1,"N",27,5,21,"M",1,2,"R","","",21,0
2020,38171337,123400350,1,14-APR-20,3,"N",39,5,20,"M",1,,"N","","",20,0
2020,39833734,128926164,1,21-SEP-20,2,"N",5,5,11,"M",0,3,"R","R","",11,0
2020,37599589,122486378,3,17-MAR-20,2,"N",11,5,53,"M",1,2,"N","","",53,0
2020,37599590,122486378,4,17-MAR-20,2,"N",11,5,47,"F",1,2,"N","","",47,0
2020,37599587,122486378,1,17-MAR-20,2,"N",11,5,48,"M",1,2,"N","","",48,0
2020,37599588,122486378,2,17-MAR-20,2,"N",11,5,39,"M",1,2,"N","","",39,0
2020,38369987,124052714,1,02-MAY-20,1,"N",40,5,21,"M",1,,"R","","",21,0
2020,38369992,124052731,1,25-MAR-20,2,"N",5,5,26,"M",1,2,"R","","",26,0
2020,38599146,124833983,1,11-JUN-20,2,"N",45,5,41,"M",1,2,"R","","",41,0
2020,36799465,120425882,1,03-FEB-20,2,"N",16,5,18,"F",2,2,"","","",18,0
2020,39897731,129057312,1,22-APR-20,2,"N",47,5,51,"F",1,2,"R","","",51,0
2020,39897739,129057344,1,26-APR-20,2,"N",16,5,28,"F",0,3,"R","","",28,0
2020,39897745,129057362,1,04-MAY-20,2,"N",47,5,23,"M",1,2,"R","","",23,0
2020,39897746,129057364,1,11-MAY-20,3,"N",51,5,28,"M",3,2,"R","","",28,0
2020,39897747,129057365,1,19-MAY-20,2,"N",5,5,50,"F",0,2,"R","","",50,0
2020,39897748,129057368,1,04-JUN-20,1,"N",51,5,35,"M",3,2,"R","","",35,0
2020,39897749,129057373,1,02-JUL-20,3,"N",16,5,19,"M",1,2,"R","","",19,0
2020,39897750,129057374,1,15-JUN-20,1,"N",16,5,25,"M",3,2,"R","","",25,0
2020,39897751,129057375,1,19-JUN-20,1,"N",44,5,47,"M",0,3,"R","","",47,0
2020,39897752,129057376,1,21-JUN-20,2,"N",16,5,17,"F",1,3,"R","R","",17,0
2020,39897753,129057377,1,24-JUN-20,1,"N",56,5,18,"M",0,3,"R","","",18,0
2020,39833890,128926978,1,20-SEP-20,2,"N",2,5,27,"F",1,3,"R","","",27,0
2020,39833975,128927293,1,18-AUG-20,2,"N",5,5,30,"M",1,2,"R","","",30,0
2020,38474590,124381778,1,15-MAY-20,2,"N",45,5,28,"M",1,2,"N","","",28,0
2020,38474594,124381791,1,16-MAY-20,2,"N",16,5,37,"M",1,2,"R","","",37,0
2020,40938737,132439731,1,29-JUN-20,2,"N",47,5,29,"M",1,2,"R","","",29,0
2020,40938739,132439776,1,22-DEC-20,2,"N",16,5,30,"M",1,2,"","","",30,0
2020,40938740,132439776,2,22-DEC-20,2,"N",35,5,24,"F",0,3,"","","",24,0
2020,40938857,132440153,1,09-DEC-20,2,"M",16,5,59,"M",0,3,"R","","",59,0
2020,40938873,132440214,1,20-DEC-20,1,"N",21,5,26,"M",4,2,"","","",26,0
2020,40938876,132440226,1,09-DEC-20,2,"N",51,5,16,"F",2,3,"N","R","",16,0
2020,36833489,120526251,1,15-JAN-20,1,"N",21,5,26,"M",2,2,"U","","",26,0
2020,36542796,119754431,1,21-JAN-20,2,"N",16,5,33,"M",4,3,"U","","",33,0
2020,39638204,128148985,1,27-FEB-20,2,"N",41,5,34,"F",1,2,"","","",34,0
2020,39638205,128148986,1,02-MAR-20,2,"N",51,5,25,"M",1,2,"","","",25,0
2020,39638212,128148996,1,26-JUN-20,2,"N",11,5,24,"M",2,2,"R","","",24,0
2020,39638214,128148999,1,04-JUN-20,2,"N",45,5,21,"M",1,2,"","","",21,0
2020,36629514,119912370,1,25-JAN-20,2,"N",16,5,18,"M",2,,"R","","",18,0
2020,39998127,129360036,1,07-OCT-20,2,"N",5,5,24,"M",1,,"N","","",24,0
2020,39998139,129360076,1,03-SEP-20,2,"N",23,5,30,"M",1,3,"","","",30,0
2020,37001369,120941072,1,18-FEB-20,2,"N",35,5,24,"F",2,3,"N","","",24,0
2020,37132040,121280517,1,22-FEB-20,2,"N",16,5,26,"F",2,,"R","","",26,0
2020,40184354,130038505,1,13-OCT-20,2,"N",45,5,13,"M",2,3,"U","H","",13,0
2020,38195457,123443903,1,25-JAN-20,1,"N",51,5,48,"M",1,2,"R","","",48,0
2020,36542741,119754285,1,13-JAN-20,1,"N",44,5,27,"M",1,2,"R","","",27,0
2020,36542781,119754399,1,17-JAN-20,3,"N",44,5,23,"M",2,2,"R","","",23,0
2020,40949568,132446974,1,23-DEC-20,2,"N",63,5,32,"M",1,3,"U","","",32,0
2020,37647749,122609593,1,09-MAR-20,1,"N",16,5,27,"M",1,2,"R","","",27,0
2020,40934836,132416540,1,21-DEC-20,3,"N",51,5,22,"M",3,3,"U","","",22,0
2020,40934838,132416545,1,10-NOV-20,2,"N",51,5,15,"M",2,3,"U","H","",15,0
2020,40934857,132416623,1,19-NOV-20,2,"N",23,5,57,"F",0,3,"N","","",57,0
2020,37490121,122246454,1,26-JAN-20,1,"N",27,5,24,"M",1,,"R","","",24,0
2020,37490128,122246461,1,15-FEB-20,1,"N",27,5,25,"M",2,,"N","","",25,0
2020,36599725,119833928,1,23-JAN-20,2,"N",16,5,18,"M",0,3,"R","","",18,0
2020,36399866,119281930,1,10-JAN-20,1,"N",35,5,34,"M",0,,"","","",34,0
2020,40183710,130025726,1,23-AUG-20,2,"N",51,5,43,"M",2,2,"","","",43,0
2020,40183732,130025758,1,29-JUL-20,1,"N",51,5,23,"F",2,2,"R","","",23,0
2020,36833453,120526195,1,23-JAN-20,1,"N",27,5,70,"M",2,3,"R","","",70,0
2020,36833458,120526208,1,22-JAN-20,1,"N",16,5,21,"F",0,,"","","",21,0
2020,38624886,124921934,1,02-JUN-20,2,"N",16,5,36,"M",1,,"","","",36,0
2020,38624888,124921944,1,15-JUN-20,2,"N",44,5,17,"M",1,,"","R","",17,0
2020,36381683,119250423,1,04-JAN-20,2,"C",23,5,49,"F",1,2,"R","","",49,0
2020,36399563,119281193,1,02-JAN-20,3,"M",16,5,34,"F",1,3,"U","","",34,0
2020,40715997,131671760,1,17-SEP-20,1,"N",16,5,42,"M",1,2,"","","",42,0
2020,41460876,134189626,1,18-SEP-20,2,"N",44,5,34,"M",2,2,"N","","",34,0
2020,41460891,134189707,1,22-JUN-20,2,"N",23,5,45,"F",1,3,"","","",45,0
2020,41460900,134189758,1,04-AUG-20,1,"N",11,5,27,"M",1,3,"U","","",27,0
2020,41460901,134189758,2,04-AUG-20,2,"N",35,5,26,"F",1,3,"U","","",26,0
2020,41460903,134189762,1,25-AUG-20,2,"N",23,5,20,"M",2,3,"U","","",20,0
2020,38624887,124921943,1,15-JUN-20,3,"N",51,5,47,"M",1,,"","","",47,0
2020,38624889,124921945,1,15-JUN-20,2,"N",23,5,37,"M",1,,"","","",37,0
2020,40184041,130037403,1,14-OCT-20,2,"N",16,5,19,"M",1,2,"N","","",19,0
2020,39718691,128495016,1,09-MAR-20,3,"N",51,5,17,"M",1,3,"R","H","",17,0
2020,40737979,131744221,1,04-DEC-20,2,"N",27,5,44,"M",3,,"","","",44,0
2020,38060837,123101390,1,07-APR-20,1,"N",21,5,25,"F",1,,"R","","",25,0
2020,38060838,123101399,1,03-APR-20,1,"N",28,5,31,"M",0,3,"N","","",31,0
2020,38060846,123101418,1,06-MAR-20,3,"N",16,5,25,"F",1,2,"","","",25,0
2020,38060850,123101426,1,14-MAR-20,3,"N",51,5,57,"M",1,2,"","","",57,0
2020,38060853,123101433,1,23-MAR-20,2,"N",16,5,22,"M",1,3,"","","",22,0
2020,36615557,119884606,1,23-JAN-20,2,"N",16,5,33,"M",2,2,"N","","",33,0
2020,36399794,119281720,1,08-JAN-20,2,"N",45,5,55,"M",1,2,"R","","",55,0
2020,40934755,132416206,1,04-SEP-20,2,"N",27,5,36,"M",1,,"R","","",36,0
2020,40934797,132416425,1,06-NOV-20,2,"N",27,5,32,"M",8,1,"R","","",32,0
2020,40934798,132416434,1,19-DEC-20,1,"N",44,5,43,"M",2,3,"R","","",43,0
2020,40969673,132505045,1,19-DEC-20,2,"N",35,5,26,"M",0,3,"R","","",26,0
2020,40969756,132505316,1,04-DEC-20,2,"N",5,5,42,"M",1,3,"U","","",42,0
2020,40969757,132505317,1,04-DEC-20,2,"N",5,5,21,"M",2,3,"U","","",21,0
2020,40969758,132505318,1,02-DEC-20,2,"N",5,5,29,"M",2,3,"U","","",29,0
2020,40969877,132505725,1,27-DEC-20,3,"N",51,5,43,"M",4,3,"U","","",43,0
2020,40969905,132505793,1,23-DEC-20,2,"N",16,5,22,"M",1,2,"R","","",22,0
2020,37594518,122471136,1,18-MAR-20,3,"N",46,5,24,"M",1,1,"R","","",24,0
2020,40184259,130038073,1,02-SEP-20,1,"N",16,5,43,"M",1,2,"N","","",43,0
2020,40184260,130038082,1,29-SEP-20,2,"N",23,5,32,"M",2,2,"N","","",32,0
2020,40184324,130038390,1,02-FEB-20,2,"N",51,5,13,"F",0,1,"U","R","",13,0
2020,36817113,120461744,1,08-FEB-20,1,"N",27,5,35,"M",1,3,"R","","",35,0
2020,39657838,128244509,1,04-SEP-20,2,"N",35,5,37,"M",1,2,"N","","",37,0
2020,38733324,125278774,1,22-JUN-20,2,"N",23,5,25,"F",1,3,"R","","",25,0
2020,39650123,128191833,1,22-AUG-20,2,"N",46,5,20,"F",1,2,"","","",20,0
2020,39648076,128175255,1,20-JUL-20,3,"N",21,5,30,"F",1,,"","","",30,0
2020,39648432,128182300,1,29-AUG-20,3,"N",16,5,35,"F",1,3,"R","","",35,0
2020,39648433,128182300,2,29-AUG-20,1,"N",16,5,34,"M",1,2,"N","","",34,0
2020,39648450,128182452,1,03-SEP-20,2,"N",23,5,15,"M",1,2,"R","R","",15,0
2020,39650476,128193844,1,02-SEP-20,3,"C",36,5,16,"M",1,1,"","R","",16,0
2020,39650907,128195694,2,09-AUG-20,2,"N",23,5,44,"F",1,3,"","","",44,0
2020,40444594,130754198,1,29-OCT-20,2,"N",51,5,29,"M",1,3,"R","","",29,0
2020,39650906,128195694,1,09-AUG-20,2,"N",23,5,42,"M",1,3,"","","",42,0
2020,39652559,128204437,1,05-SEP-20,2,"N",23,5,21,"F",1,1,"R","","",21,0
2020,39646165,128158631,1,07-AUG-20,2,"N",47,5,36,"M",1,2,"","","",36,0
2020,39646301,128159152,1,01-AUG-20,2,"N",35,5,30,"M",1,2,"","","",30,0
2020,38601843,124837082,1,11-JUN-20,1,"N",16,5,30,"M",1,2,"N","","",30,0
2020,39652032,128201617,1,26-AUG-20,2,"N",35,5,34,"M",1,3,"N","","",34,0
2020,39652171,128202121,1,03-SEP-20,2,"N",16,5,21,"M",1,3,"U","","",21,0
2020,39652182,128202173,1,03-SEP-20,2,"N",23,5,26,"M",0,3,"U","","",26,0
2020,39652183,128202185,1,05-SEP-20,2,"N",23,5,42,"F",1,3,"U","","",42,0
2020,39652295,128202916,1,08-SEP-20,2,"N",5,5,15,"M",1,2,"R","R","",15,0
2020,39652432,128203777,1,28-AUG-20,2,"N",23,5,40,"M",1,3,"N","","",40,0
2020,39652490,128204007,1,02-SEP-20,1,"N",36,5,29,"M",1,2,"R","","",29,0
2020,39653589,128209894,1,06-JUL-20,2,"N",28,5,27,"F",2,,"R","","",27,0
2020,39653590,128209894,2,06-JUL-20,2,"N",28,5,39,"M",2,2,"R","","",39,0
2020,39653595,128209925,1,05-SEP-20,2,"N",51,5,30,"M",1,,"R","","",30,0
2020,39648949,128185215,1,03-SEP-20,2,"N",23,5,34,"F",2,2,"","","",34,0
2020,39649048,128185851,1,04-SEP-20,2,"N",23,5,29,"M",1,2,"N","","",29,0
2020,39649063,128185941,1,07-SEP-20,2,"N",13,5,57,"F",1,3,"","","",57,0
2020,38673180,125111648,1,01-APR-20,2,"N",23,5,41,"F",1,,"","","",41,0
2020,38673182,125111653,1,15-JUN-20,1,"N",40,5,20,"M",1,1,"R","","",20,0
2020,38673187,125111680,1,15-JUN-20,1,"N",16,5,36,"M",1,2,"N","","",36,0
2020,38673188,125111683,1,14-JUN-20,2,"N",5,5,29,"M",1,,"","","",29,0
2020,38673193,125111704,1,17-JUN-20,1,"N",16,5,26,"M",0,,"","","",26,0
2020,38673300,125111962,1,03-JUN-20,2,"N",23,5,52,"F",1,1,"R","","",52,0
2020,38673317,125112066,1,17-JUN-20,2,"N",50,5,30,"M",1,2,"N","","",30,0
2020,39652811,128205652,1,21-AUG-20,2,"N",23,5,29,"F",1,2,"R","","",29,0
2020,39652833,128205761,1,27-AUG-20,2,"N",5,5,49,"M",1,2,"R","","",49,0
2020,39652631,128204753,1,29-AUG-20,1,"N",16,5,29,"M",0,,"","","",29,0
2020,40646320,131451435,1,23-NOV-20,1,"N",49,5,25,"F",2,,"U","","",25,0
2020,39655686,128225957,1,04-SEP-20,1,"N",51,5,57,"M",2,,"R","","",57,0
2020,40649511,131456105,1,28-NOV-20,2,"N",23,5,34,"F",1,,"","","",34,0
2020,40649516,131456120,1,25-NOV-20,1,"N",35,5,22,"M",4,2,"","","",22,0
2020,40649518,131456126,1,27-NOV-20,2,"N",45,5,48,"M",2,2,"","","",48,0
2020,40649519,131456140,1,28-NOV-20,2,"N",51,5,30,"M",1,2,"R","","",30,0
2020,39656499,128231264,1,07-FEB-20,1,"N",28,5,27,"F",3,3,"U","","",27,0
2020,39658576,128249081,1,27-AUG-20,2,"N",23,5,28,"M",1,3,"R","","",28,0
2020,39656582,128231729,1,09-SEP-20,1,"N",44,5,29,"M",2,3,"R","","",29,0
2020,39655740,128226434,1,05-SEP-20,2,"N",46,5,31,"M",1,3,"N","","",31,0
2020,39657669,128243700,1,29-AUG-20,2,"N",23,5,24,"M",2,3,"U","","",24,0
